GID,symbol,name,length,phenotype,function
YFL038C,YPT1,Yeast Protein Two,621,"Essential gene; conditional mutants are slow-growing, sensitive to both heat and cold, have fragmented DNA, abnormal ER morphology and aberrant microtubules, undergo cell cycle arrest, do not undergo autophagy, and are sensitive to nitrogen starvation, antibiotics and dopaminergic antagonists; reduction-of-function mutants display chromosome instability and decreased fitness; homozygous diploid conditional mutants fail to sporulate
","SNARE-binding GTPase involved in vesicle budding and docking, vesicle-mediated transport, endocytic recycling, macroautophagy, SNARE complex disassembly, and pre-mRNA catabolism; localizes to Golgi and ER membranes, pre-autophagosomal structures, and cytoplasmic vesicles"
YER031C,YPT31,Yeast Protein Two,672,,
YLR262C,YPT6,Yeast Protein Two,648,"Non-essential gene; null mutant exhibits decreased fitness, slow growth, increased lifespan, abnormal vacuolar morphology, impaired utilization of various nitrogen sources, impaired endocytosis, and decreased resistance to heat, metals, and TOR inhibitor rapamycin; homozygous diploid null is auxotrophic for myo-inositol, and is sensitive to caffeine and a variety of antibiotics; heterozygous diploid null mutant is haploinsufficient
",
YGL210W,YPT32,Yeast Protein Two,669,,
YBR264C,YPT10,Yeast Protein Two,600,,
YLR293C,GSP1,Genetic Suppressor of Prp20-1,660,,
YDR002W,YRB1,Yeast Ran Binder,606,,
YFL026W,STE2,STErile,1296,"Non-essential gene; conditional and reduction-of-function mutants display a decrease in cell cycle arrest in response to pheromone addition, are unable to form shmoos, and have MatA cell specific sterility; reduction of function mutant has a unilateral cell fusion defect and produces elevated levels of Mfa1p/Mfa2p; null mutant has a reduced mating response to alpha factor; heterozygous null mutant has decreased starvation resistance
","Alpha-factor pheromone receptor; role in pheromone-dependent signal transduction involved in cellular conjugation, mating projection assembly, and in cell fusion; localizes to the plasma membrane"
YOL082W,ATG19,AuTophaGy related,1248,Non-essential gene; null mutant shows normal autophagy and pexophagy; overexpression leads to decreased filamentous growth,"Protein involved in the cytoplasm-to-vacuole targeting (CVT) pathway, ER-associated ubiquitin-dependent protein catabolic process, protein complex localization, protein processing and vesicle organization; localizes to the pre-autophagosomal structure (PAS)"
YDR309C,GIC2,GTPase Interactive Component,1152,,
YLR403W,SFP1,Split Finger Protein,2052,"Non-essential gene; null mutants grow slowly, have abnormal vacuolar morphology, decreased ethanol tolerance, small cells and nuclei, slow G1 phase progression, abnormal budding, and are sensitive to DNA-damaging agents, caffeine, heat, and various drugs; homozygous diploid nulls tolerate zinc deficiency, cannot sporulate; overexpression slows growth, interferes with silencing, and can be lethal in S288C; overexpression enhances pseudohyphal growth in Sigma1278b
",Predicted RNA polymerase II transcription factor involved in the activation of transcription of ribosomal protein genes and in the regulation of cell size; localizes to both the nucleus and cytoplasm
YDL133W,SRF1,Spo14 Regulatory Factor,1314,,
YPL066W,RGL1,Rho1 GEF Localizing,1440,,
YPR104C,FHL1,Fork Head-Like,2811,,Transcription regulator-binding protein involved in the regulation of ribosomal protein gene transcription
YIL135C,VHS2,Viable in a Hal3 Sit4 background,1311,,"Protein involved in the organization of the septin ring, and in polarized actin organization at elevated temperature; localizes to the cytoplasm"
YGR097W,ASK10,Activator of SKn7,3441,"Non-essential gene; null mutant is resistant to arsenite; in systematic studies null mutants are sensitive to hyperosmotic stress and to many chemicals, including benomyl, camptothecin, cycloheximide, fluconazole, hydroxyurea, MMS, tunicamycin
","Regulator of the Fps1p glycerol channel; involved in oxidative stress response, protein catabolism, and regulation of glycerol transport; localizes to the cytoplasm"
YPR188C,MLC2,Myo1p Light Chain,492,,
YAL016W,TPD3,tRNA Processing Deficient,1908,"Non-essential gene; null mutant has low proportion of S-phase cells and G1 cells in heterozygous diploid; null mutant shows secreation defect
",
YGL190C,CDC55,Cell Division Cycle,1581,"Non-essential gene; null mutant displays abnormally elongated buds, decreased growth rate and increased sensitivity to cold, benomyl, hydroxyurea, nocodazole; homozygous diploid is unable to complete meiosis
","Type 2A protein phosphatase regulatory subunit; positively regulates mitotic entry at the G2/M phase transition and negatively regulates mitotic exit; regulator of the mitotic spindle assembly and the morphogenesis checkpoint; stimulates transcription in response to hyperosmotic stress by regulating the nuclear localization of Msn2p and Msn4p, as well as the activation of Msn2p; localizes to the nucleus, cytoplasm, bud neck, bud tip, vacuolar membrane and shmoo tip"
YCR024C-A,PMP1,Plasma Membrane Proteolipid,123,,
YCL009C,ILV6,IsoLeucine Valine,930,,
YMR311C,GLC8,GLyCogen,690,,
YIL033C,BCY1,Bypass of CYclic-AMP requirement,1251,"Non-essential gene; null mutant is temperature sensitive, is unable to utilize various fermentable carbon sources, has respiratory growth defects, is nitrogen starvation intolerant, has decreased spore viability, an inability to accumulate glycogen and reduced thermotoleance; null mutants are also sensitive to desiccation and have a decreased replicative lifespan; heterozygous diploid null has decreased resistance to osmotic and oxidative stress
","cAMP-dependent protein kinase inhibitor involved in the regulation of signaling; localizes to the nucleus, cytoplasm and plasma membrane"
YKL193C,SDS22,homolog of S. pombe SDS22,1017,"Essential gene; sds22-77 frameshift mutation causes heat- and cold-sensitivity and sensitivity to CsCl, formamide, and rapamycin at the restrictive temperature; in large-scale studies, repression confers reduced competitive fitness; sds22-5 mutant displays chromosome instability at the semi-permissive temperature; diploid heterozygous null mutant is haploproficient but sensitive to starvation and to human cationic antimicrobial peptide derivatives
","Protein serine/threonine phosphatase inhibitor and protein phosphatase activator; contributes to maintenance of protein location in nucleus and chromosome segregation; localizes to nucleus and protein phosphatase type 1 complex, to cytoplasm in high-throughput studies"
YFR003C,YPI1,Yeast Phosphatase Inhibitor,468,,
YFL004W,VTC2,Vacuolar Transporter Chaperone,2487,,"Calmodulin-binding regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in vacuole fusion, vacuolar transport, microautophagy and polyphosphate metabolism; localizes to endoplasmic reticulum and vacuole membranes"
YPL019C,VTC3,Vacuolar Transporter Chaperone,2508,,"Calmodulin-binding regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in vacuole fusion, vacuolar transport, microautophagy and polyphosphate metabolism; localizes to endoplasmic reticulum and vacuole membranes"
YER072W,VTC1,Vacuolar Transporter Chaperone,390,,
YMR261C,TPS3,Trehalose Phosphate Synthase,3165,,"Subunit of alpha,alpha-trehalose phosphate synthase complex that contributes to trehalose-synthase and trehalose-phosphate activities; involved in trehalose biosynthesis"
YDR028C,REG1,REsistance to Glucose repression,3045,"Non-essential gene; null mutant shows decreased rate of fermentative growth, sensitivity to starvation and elevated glycogen accumulation; null mutation decreases utilization of galactose, maltose, sucrose as carbon sources, also increases resistance to a toxic glucose analog 2-deoxy-D-glucose and causes sensitivity to L-canavanine; null mutants have large cell size
",
YMR048W,CSM3,Chromosome Segregation in Meiosis,954,"Non-essential gene; null mutant displays high rate of chromosome instability, increased sensitivity to benomyl, hydroxyurea, camptothecin and selenomethionine; null mutant is also sensitive to UV; in systematic studies mutants are resistant to caffeine, cycloheximide and fluconazole",Subunit of the replication fork protection complex that stabilizes stalled replication forks during DNA replication; required for sister chromatid cohesion and chromosome segregation during meiosis; localized to the nucleus
YBR093C,PHO5,PHOsphate metabolism,1404,"Non-essential gene; null mutant exhibits reduced acid phosphatase activity in low-inorganic phosphate medium; in large-scale studies, null mutant displays small cell size and elongated buds, reduced or increased competitive fitness in different media, increased chitin deposition, and MMS sensitivity
",Acid phosphatase involved in the cellular response to phosphate starvation and the metabolism of phosphate-containing compounds; also has nucleoside-triphosphatase and nucleoside-triphosphate pyrophosphatase activities; localized to the cell wall
YDR481C,PHO8,PHOsphate metabolism,1701,"Non-essential gene; null mutant accumulates reduced levels of N-ribosylnicotinamide; in large-scale studies, null mutant displays reductions in competitive fitness and starvation resistance, and is sensitive to sodium selenide
",Alkaline phosphatase involved in protein dephosphorylation and nicotinamide nucleotide metabolism; localizes to the vacuole membrane
YPR129W,SCD6,Suppressor of Clathrin Deficiency,1050,,
YKL172W,EBP2,EBNA1-binding protein (homolog),1284,,
YPR028W,YOP1,YIP One Partner,676,"Non-essential gene; null mutant has a reduced ability to utilize glutamine or glutamate as nitrogen source; null mutant displays increased autophagy during nitrogen starvation; overexpression results in increased filamentous growth in sigma1278b; overexpression in another strain background results in lethality, with huge swollen cells that accumulate internal membranes, and have a block in membrane traffic; heterozygous diploid null is haploinsufficient
",
YDR233C,RTN1,ReTiculoN-like,888,,
YDR170W-A,,,1323,,
YMR046C,,,1323,,
YBL005W-A,,,1323,,
YDR261W-A,,,1317,,
Q0050,AI1,,2505,,
YOR251C,TUM1,ThioUridine Modification,915,,
YDL135C,RDI1,Rho GDP Dissociation Inhibitor,609,,
YER155C,BEM2,Bud EMergence,6504,"Non-essential gene; null mutant has a competitive fitness defect, a decreased growth rate in rich media and a severe respiratory growth defect; null and conditional mutants are heat sensitive, arresting as large, multinucleate cells, with some polyploid and aploid cells; null mutant is defective in polarization of the actin cytoskeleton, with reduced endocytosis; null mutant accumulates hyperphosphorylated Cdc24p at multiple cortical sites, displays increased Cdc42p activation, a reduction in Gic2p levels and elevated Slt2p phosphoryation in the absence of stress; null mutant displays increased chitin deposition, and mitophagy; null mutant is zymolyase sensitive; null mutant is sensitive to benomyl, caffeine, cell wall agents and zymolyase as well as to some DNA replication inhibitors and damaging agents; heterozygous null mutant is haploproficient
",
YDR236C,FMN1,FMN biosynthesis,657,"Essential gene; depletion causes abnormal mitochondrial morphology; overexpression causes slow growth; haploinsufficient
",Riboflavin kinase that contributes to FMN biosynthesis; localizes to mitochondrial inner membrane and intracellular membrane-bounded organelles
YBR256C,RIB5,RIBoflavin biosynthesis,717,,
YMR234W,RNH1,RNase H,1047,,
YNL072W,RNH201,RNase H,924,,
YDR279W,RNH202,RNase H,1053,,
YLR154C,RNH203,RNase H,333,,
YDR478W,SNM1,Suppressor of Nuclear Mitochondrial endoribonuclease,597,,
YGR180C,RNR4,RiboNucleotide Reductase,1038,,
YJL026W,RNR2,RiboNucleotide Reductase,1200,,
YML058W-A,HUG1,,207,,
YML058W,SML1,Suppressor of Mec1 Lethality,315,"Non-essential gene; null mutant displays increased resistance to DNA damaging agents, while overexpression results in increased sensitivity; null mutant has elevated pools of dNTPs; null mutant has elevated mini-chromosome loss and elevated mitochondrial genome copy number; null mutant displays elevated temperature resistance and increased resistance to fluconazole; null mutant has a pseudohyphal growth defect; heterozygous null mutant is haploinsufficient
",Inhibitor of ribonucleoside-diphosphate reductase (RNR); involved in mitochondrion organization and the cellular response to DNA damage; localizes to the nucleus and cytoplasm in high-throughput studies
